,utente,commento,hotel,dataIns,rating
1037,Vacation08098406407,Il Personale é competente e gentile. Ottima la struttura e l'organizzazione. Da sottolineare la possibilità di una navetta privata che porta nel centro di Assisi. Cucina internazionale con alcuni piatti tipici della cultura umbra.,Grand Hotel Assisi,2019-07-05,4 stelle
1038,Culture16079125689,"Soggiorno perfetto ed oltre alle aspettative iniziali. Staff gentilissimo, disponibile e preparato. Una menzione particolare per professionalità ed empatia con il barman Giovanni. Grazie ed alla prossima.",Grand Hotel Assisi,2019-07-05,5 stelle
1039,Lucio P,Sono stato al gran hotel con un coupon Groupon. Tutto ottimo. Una sola nota negativa è stata la cena a buffet: bisogna andare all'orario di apertura se no non trovi più niente e già mezz'ora prima della chiusura tolgono tutto.,Grand Hotel Assisi,2019-07-05,5 stelle
1040,quadrifoglio57,Accoglienza straordinaria! Pulizia buona. Colazione top! Posizione strategica!  Rosio e consorte speciali! Da provare! Ubicato davanti la stazione.. Posizione strategica.. Bus per visita Assisi davanti hotel. ,Hotel Mom Assisi,2019-07-05,5 stelle
1041,Giampaolo,"Appena rientrati, ci siamo trovati bene, hotel pulitissimo e in ottima posizione. Molto graditi i consigli di Flor Rocio su come poterci muovere per Assisi e dintorni. Grazie di tutto. Giampaolo e Anna Maria",Hotel Mom Assisi,2019-07-05,5 stelle
1042,Antonio1412,"Secondo me merita minimo 4 stelle. Personale gentilissimo, pulizia eccellente, posizione, per quanto mi riguarda, comodissima perché è a 20 metri dalla stazione ferroviaria e dai bus che salgono ad Assisi. Lo consiglio vivamente!!!",Hotel Mom Assisi,2019-07-05,5 stelle
1043,Debora,"Abbiamo dormito in questo hotel la Notte di Pasqua, proprietari molto gentili e disponibili. Hotel piccolo,  pulito e molto comodo per gli spostamenti, è davanti alla stazione e alla fermata dei bus. Parcheggio disponibile, buona e curata la colazione. Ottimo rapporto qualità/prezzo. Consigliatissimo…",Hotel Mom Assisi,2019-07-05,4 stelle
1044,frella72,"Albergo di fronte alla stazione, gestito da una coppia di persone gentili e squisite che, oltre alla pulizia e la comodità delle camere, sono il grande il grande punto di forza di una struttura che consiglio a tutti. un 2 stelle migliore della maggior parte dei 3 stelle.",Hotel Mom Assisi,2019-07-05,5 stelle
1045,Patrizia0123,"Ci siamo trovate benissimo. Accoglienza e gentilezza al top. L'hotel è basic, ovviamente è un due stelle, pulitissimo e in una posizione perfetta per gli spostamenti con i mezzi. Colazione varia e abbondante. Ottimo rapporto qualità prezzo. Grazie di tutto.",Hotel Mom Assisi,2019-07-05,5 stelle
1046,Mr_Engineer65,"Titolari gentili.Colazione buona ma a pagamento (5 euro). Posizione comoda per spostamenti in treno e in pulman. Impianto di riscaldamento centralizzato, per cui nei periodi invernali, il bagno al mattino si presenta molto freddo. Il prezzo della prenotazione si riferisce sempre ad una doppia. Successivamente, tramite email ed ad un paio di giorni dall'arrivo, vi sarà comunicato che occorrerà integrare di 15 euro per ogni letto aggiunto rispetto ai 2 base.",Hotel Mom Assisi,2019-07-05,3 stelle
1047,Rossella0hara,"Assolutamente consigliato, la titolare è gentilissima: ci ha indicato cosa vedere, come visitare Assisi e come muoverci. Grazie.L'hotel si trova in una posizione strategica di fronte alla stazione da cui parte il bus per Assisi ed e inoltre vicinissimo al centro.Colazione abbondante e camere pulite e spaziose.",Hotel Mom Assisi,2019-07-05,5 stelle
1048,Adventure566073,Hotel semplice con personale sorridente e pronto a risolvere eventuali piccoli problemi. Posizione comoda in quanto è proprio difronte la stazione di S. Maria degli Angeli dove è possibile prendere l'autobus per Assisi. Unico appunto che mi sento di fare è di migliorare l'impianto di riscaldamento ed evitare di fotografare i documenti con lo smartphone.,Hotel Mom Assisi,2019-07-05,4 stelle
1049,Cristina B,L'hotel è molto carino e molto pulito. La posizione è ottima perché di fronte alla piccola stazione di Assisi da dove si può usare il bus per salire alla città. I gestori sono gentilissimi e la colazione è servita in una saletta molto carina.,Hotel Mom Assisi,2019-07-05,5 stelle
1050,TravelMaria,"Pulizia, cortesia e gentilezza. Colazione abbondante e buona, cappuccino buonissimo. Posizione ottima per quanto riguarda gli spostamenti: macchina, pullman, treno. Responsabile della reception, dolce e disponibile. Assolutamente consigliato.",Hotel Mom Assisi,2019-07-05,4 stelle
1051,Giuliana Z,"Mi sono trovata a casa,Rocio una persona dolcissima ,disponibile sempre pronta ad aiutarti,pulitissimo la colazione abbondante non manca niente,posizione comodissima x spostamenti in treno e Pulman x visitare la slendida Umbria.Grazie ancora a Rocio persona indimenticabile.Un abbraccio Da Mario e Giuliana",Hotel Mom Assisi,2019-07-05,5 stelle
1052,mic54m,"Ottima accoglienza da parte dello staff. Posizione strategica per visitare Assisi e Perugia, ma anche altri comuni viciniori. Buona la colazione. Buono il rapporto qualità-prezzo. Buona la pulizia e la tenuta delle camere. Consigliato anche per famiglie. L'unica pecca: è sfornito di ascensore.",Hotel Mom Assisi,2019-07-05,4 stelle
1053,Beatrice,"Abbiamo soggiornato una notte in questo Hotel e ci siamo trovati molto bene. Da sottolineare la pulizia, la gentilezza della proprietaria e l'abbondante colazione. Da ritornarci sicuramente, ottimo rapporto qualità prezzo.",Hotel Mom Assisi,2019-07-05,5 stelle
1054,Massimo E,"Accoglienza e gentilezza...pulizia....tutto ok. La signora Flor, proprietaria dell'hotel, persona squisita e molto cortese. Ti senti a casa....Ci ritorneremo volentieri.Colazione buonissima e abbondante, tutto preparato con cura dalla sempre sorridente signora Flor.Consigliatissimo!",Hotel Mom Assisi,2019-07-05,5 stelle
1055,antoniorubyno,"Hotel a 20 mt dalla stazione e dalla fermata dei bus che in 5 minuti portano ad Assisi senza lo stress da parcheggio. Un grazie particolare a Flor, proprietaria dell'hotel, che ci ha accolti con gentilezza, cordialità e professionalità. Camera molto pulita così come il bagno impeccabile. Colazione a buffet dolce e salato con ottima qualità delle crostate. Veramente consigliato.  Ci siamo sentiti come a casa. Il piccolo Simone ringrazia Flor per i tanti sorrisi e complimenti ricevuti così come la mamma ed il papà",Hotel Mom Assisi,2019-07-05,5 stelle
1056,ulisse102016,"Tutto nuovo,camera pulita,accoglienza cordiale,ottima colazione ricca di torte. La vista delle camere dove si vede tutta ASSISI.Struttura con camera disabile.uscendo dalla stazione lo trovi di fronte.Ottima posizione per prendere il bus per ASSISI",Hotel Mom Assisi,2019-07-05,5 stelle
1057,Pellegrino M,Ottima aspitalita cortesia e disponibilità sistemazione allogiativa al disopra dei suoi canoni personale disponibile e pronto a soddisfare ogni esigenza il tutto racchiuso in un ambiente professionale e distinto il tutto contraddistinto dalla gentilezza.,Hotel Mom Assisi,2019-07-05,4 stelle
1058,Franco R,"Arriviamo dopo 5 giorni di cammino, l'Hotel è davanti alla stazione, con posteggio adiacente; il mio pregiudizio, mi fa pensare ai soliti hotel vicini alla stazione delle grandi città, mi sbagliavo. L'Hotel è gestito ottimamente, accogliente, pulito e ordinato, la proprietaria è carinissima, pronta a dare informazioni sui mezzi di trasporto e su quanto trovare nelle vicinanze. Santa Maria degli Angeli è a 5 minuti a piedi. La colazione è buona ed abbondante, è la prima volta che dopo aver terminato la colazione, mi chiedono se per caso desiderassi un altro caffè.  I prezzi nella media.   Ci tornerò presto",Hotel Mom Assisi,2019-07-05,5 stelle
1059,Mariudith,"Piccola pensione a gestione familiare in posizione strategica (vicino alla stazione dei treni e degli autobus, a 5' dal centro di Santa Maria degli Angeli, all'imbocco della ciclovia verso Spoleto), dotato di parcheggio. Estremamente semplice ma pulitissimo ed i gestori sono disponibilissimi e molto accoglienti.Buona colazione.",Hotel Mom Assisi,2019-07-05,4 stelle
1060,Andrea M,"Purtroppo il mio soggiorno a Gubbio è stato rovinato da questo hotel a 4 stelle che secondo una guida Michelin arriverebbe ad 1 stella! Nonostante fosse in una discreta posizione, non vi elenco le fatiche per arrivarci... prima passaggio su varco attivo che solo dopo aver fatto 300 metri a piedi in salita ti viene detto che non c’è alcun problema in quanto segnalato alla polizia(senza avviso al momento della prenotazione), poi parcheggio ad 1km NON dell’hotel bensì della funivia(che se i 20 posti auto gratuiti sono pieni sei costretto a lasciare l’auto a pagamento). Passiamo alla “suite” che oltre a non essere tenuta bene con atbajour entrambe rotte e pezzetti di legno che vengono via, in bagno quasi impossibile sedersi sul water senza sbattere contro la porta! Unica nota “positiva” è quella della concessione della suite per la prima notte per via delle camere piene, nonostante avessimo pagato per una normale, positività che non si conferma vista la qualità della stanza. Valutata benissimo per la posizione strategica nel centro di Gubbio ma con questo tipo di stanze è impossibile passare la notte in quanto si sente il campanile ogni 15 minuti! La colazione non di ottima qualità e per arrivarci bisogna passare per forza all’aperto, che a dicembre non è proprio il massimo. La seconda notte veniamo messi in una stanza normale che sembra più una soffitta. È impossibile fare una doccia stando in piedi vista l’altezza del soffitto(in ginocchio si toccava, bisognava stare a sedere dentro alla vasca) Finalmente arriva il momento del check-out... I fattorini nel cercare di essere gentili e portarci le valigie alla hall, si insultano e sbraitano tra di loro per poi rivolgersi a noi in maniera molto scortese! In tutto ciò quando arrivano le nostre valigie? Tutto ciò potrei aspettarmelo da un hotel ad una stella non di sicuro da un hotel a quattro stelle!…",Relais Ducale Hotel,2019-07-05,1 stelle
1061,claudiaga23,"Abbiamo pernottato in questo albergo che si affaccia sulla piazza principale di Gubbio, di fronte a Palazzo Ducale. Che dire, location splendida! Camere confortevoli e pulite, ottimo rapporto qualità prezzo. Tanti complimenti al personale, disponibilità, cortesia e gentilezza, assolutamente fantastici! Ottima anche la colazione, varia e abbondante.…",Relais Ducale Hotel,2019-07-05,5 stelle
1062,Alice_1990,"Hotel situato nella pizza centrale di Gubbio possibile da raggiungere in macchina per scaricare i bagagli e, all'arrivo, vi verrà consigliato dove poter parcheggiare la macchina appena fuori dalle mura. Si entra dal bar ma vi è la possibilità anche di entrare da un'entrata secondaria quando il bar è chiuso. Camera spaziosa e ben pulita, se si vuole trovare un difetto è una camera un po' datata ma rispecchia l'intera struttura. Buffet della colazione abbondante con prodotti anche per persone celiache. Punto di forza e senza dubbio il personale: gentilissimo e disponibile a qualsiasi richiesta gli viene posta!  …",Relais Ducale Hotel,2019-07-05,4 stelle
1063,Francesca D,"Siamo stati lo scorso weekend in questo hotel di Gubbio. Come già specificato nel titolo la posizione è ottima perché si trova sulla piazza principale, Piazza Grande e il parcheggio più vicino è raggiungibile facilmente a piedi.  Lo staff è molto cordiale e disponibile. La pecca è che dalle foto le stanze sembrano più belle o comunque fanno vedere delle stanze che non corrispondo alla realtà almeno parlo per la mia esperienza, anzi mi è sembrato come se fosse diviso in due parti e noi pernottando per poco tempo ci siamo trovati in una zona staccata un po’ più trascurata, poco pulita. Anche la camera a mio avviso non era pulitissima e in bagno ho trovato dei capelli a terra.  Comunque nel complesso esperienza carina. Gubbio è bellissima, vale la pena visitarla. Consiglio di prendere il trenino che parte da Piazza Grande e fa il giro di Gubbio, specialmente se vi fermate una notte. …",Relais Ducale Hotel,2019-07-05,3 stelle
1064,cittig,Sicuramente la posizione è invidiabile visto che si affaccia sulla più bella piazza di Gubbio. Il riposo però non è assicurato almeno nelle camere all’ultimo piano: il campanile suona ogni 15 minuti e alle 4 e mezzo ero già sveglio! Dopo hanno iniziato a tubare i piccioni... È un hotel storico e quindi certe pecche sui confort sono da mettere in conto ma il riposo è sacro. Colazione buona con crostate artigianali. L’ingresso è attraverso il famoso caffè (per gli amanti di Don Matteo) ma ci sono un po’ di scalini da fare con il trolley.…,Relais Ducale Hotel,2019-07-05,3 stelle
1065,Enzo L,"Posizione spettacolare, praticamente dirimpetto al Palazzo Ducale, Accoglienza esemplare e cortesia e disponibilità mai mancate durante l'intero soggiorno. Colazione per tutti i gusti con buffet in grado di soddisfare al meglio la voglia di una scelta tradizionale o internazionale. La struttura poi è talmente bella da rappresentare essa stessa un punto d'interesse del centro storico di Gubbio. Ogni angolo è in grado di riportarti indietro nel tempo e nella storia di quella cheuna volta fu Residenza dei Montefeltro. Da vedere e, se possible, rivedere!",Relais Ducale Hotel,2019-07-05,5 stelle
