,utente,commento,hotel,dataIns
1870,MorenaB,"siamo stati in questo albergo lo scorso finesettimana e dal punto di vista del prezzo e della cortesia dello staff non ho alcun appunto da fare.La nostra camera era grande e confortevole, peccato però che nel bagno non c'è un posto per appendere gli asciugamani da doccia e quando abbiamo provato ad usare un poggiamano accanto alla doccia ci è rimasto in mano.Passiamo alla colazione, ognuno ha i propri gusti, ma noi l'abbiamo trovata davvero insufficente, i ""cornetti"" non erano freschi, c'erano 3 torte sì, ma non basta per creare un buffet, alcuni prodotti erano confezionati e questo non si addice secondo me a una colazione di un BB di questo livello, l'offerta del salato davvero basica e sia il caffe che il latte erano imbevibili.Sicuramente non torneremo e non mi sento di consigliarlo, peccato perchè abbiamo trovato un letto confortevole e pur dando la stanza sulla strada, nessun disturbo esterno, però a dire la verità la canalizzazione dell'aria condizionata in funzione per tutta la notte (anche se in camera nostra), si sentiva eccome!",Antico Borgo Chieti,2019-07-05,3 stelle
1871,Massimo B,"La struttura è un gioiellino (complimenti ai gestori e a chi ha curato la ristrutturazione). Posizione centrale (a 5/10 minuti a piedi da tutto: parco, palazzi, musei, chiese, corso principale, negozi, ristoranti...) tranquilla e perfetta (possibilità di parcheggio vicinissimo, in zona ad accesso limitato, di cui non abbiamo nemmeno avuto bisogno). Colazione nella suggestiva antica cisterna romana ottima e abbondante (molto varia la parte dolce). Camera e bagno ampi e confortevoli. Personale molto gentile e disponibile.",Antico Borgo Chieti,2019-07-05,5 stelle
1872,Marta D,"Una struttura nuovissima, curata in ogni dettaglio. Pulizia , molta gentilezza da parte del  personale, colazione ricchissima con specialità fatte in casa. Prezzo super conveniente. Da consigliare assolutamente!",Antico Borgo Chieti,2019-07-05,5 stelle
1873,michele c,"Ospiti per un matrimonio in zona, ho apprezzato in toto questa struttura. Sorge nel centro storico di Chieti, a due passi da Corso marruccino e dalla chiesa della trinità. Camere pulite ed ampie, edificio comodo e funzionale, ottima colazione nella sala in pietra. Nota di merito per lo staff per gentilezza e disponibilità! A presto!",Antico Borgo Chieti,2019-07-05,5 stelle
1874,Carlo Alberto R,"Io e mia moglie siamo stati ospiti di questo delizioso hotel in occasione di un matrimonio.La nostra camera era la 301, al terzo piano e va detto che è una stanza romantica, con travi di legno a vista e una finestra a oblò con vista sui tetti.Pulizia impeccabile e letto comodo.Unici 2 nei riscontrati sono il fatto di avere la climatizzazione centralizzata spenta (ci è stato detto perché non c'era ancora l'autorizzazione comunale per accenderla), e la mancanza di bidet nel bagno.Colazione discretamente varia.Certamente una bella struttura in pieno centro, ottima come base di partenza per visitare la città.Attenzione: in hotel possono darvi il permesso per transitare e parcheggiare in zona ztl. Fatevi dare copia cartacea da esporre in macchina altrimenti vi ritroverete con la multa perché non basta la comunicazione della targa ai vigili.",Antico Borgo Chieti,2019-07-05,4 stelle
1875,Albott58,"Ottimo veramente in tutto .....Camera silenziosa e pulitissima.....Colazione abbondante e buonissimaIn pieno centro storico , comodo per la visita della cittàPiccolo parcheggio autorizzato con permesso....Da provare !!!!!",Antico Borgo Chieti,2019-07-05,5 stelle
1876,tassia759,"la stanza era ottima, con salottino ben arredato. Curato e pulito anche il bagno. Comodo il letto. Che dire di più, se non che avere la fortuna di trovare una simile sistemazione è l'aspirazione di ognuno in viaggio per l'Italia. Elegante la sistemazione per la colazione. A disposizione ci sono ottime torte, qualcosa di meno per chi preferirebbe quella continentale.",Antico Borgo Chieti,2019-07-05,4 stelle
1877,Maria D,"Io ed il mio compagno, nella bellissima Chieti per il capodanno, decidiamo di prenotare in questa struttura.Ammetto di essere stata attratta dalle ottime recensioni e dalle foto della cisterna romana.Le mie aspettative non sono andate deluse. La struttura è situata in pieno centro storico, affianco al Palazzo Lepri.Traffico auto davanti allo stesso, pari a zero, anche perché è zona di varchi e quindi il traffico è molto limitato.La struttura, come già detto da alcuni, non ha assolutamente l'aspetto di un bb, anzi, ma questo per i servizi che offre. Stanze pulitissime, accoglienti, calde. Bagno pulitissimo all'inverosimile ed acqua calda da subito. La nostra stanza, all'ultimo piano, era una mansarda con soffitto in legno e parquet. Un delizioso oblò come finestra.Accoglienza professionale e calorosa.Colazione inclusa nella quota, mi spiace non averla potuta consumare( nella famosa cisterna romana), in quanto, reduci dalla notte di capodanno, non abbiamo fatto in tempo. Quando ripasseremo da Chieti, la tappa sarà d'obbligo.A presto!",Antico Borgo Chieti,2019-07-05,4 stelle
1878,Silvia C,"Che dire ottimo! Siamo stati accolti da una signora molto gentile e disponibile. La stanza molto calda, pulita e confortevole, curata nei minimi particolari. Parcheggio vicino all hotel con autorizzazione. Lo consiglio. Prezzo per una notte 74 euro.",Antico Borgo Chieti,2019-07-05,5 stelle
1879,Biboangolo,"Vengo a Chieti con molto piacere e torno sempre in questo delizioso BeB .Situato nel pieno centro storico ,Ambiente pulito elegante ed assolutamente comodo ! Stanze ampie e molto pulite .Personale disponibile, colazione soddisfacente !!!Rapporto qualità prezzo ottimo !!",Antico Borgo Chieti,2019-07-05,5 stelle
1880,Giusy A,"La Sicilia, in generale, e Taormina, in particolare, sono splendide e l'hotel Capotaormina offre sicuramente il miglior punto di vista sulla baia incantevole, sul vulcano, su Taormina. I servizi impeccabili, la tranquillità anche a ridosso di Ferragosto, la cortesia di tutto il personale, le camere ampie e con una vista mare strepitosa fanno subito perdonare qualche dettaglio un po' datato.... Siamo stati benissimo, bimbo compreso (anche se non ci sono attrezzature specifiche per bambini, tipo sala giochi), tra un bagno a mare in mezzo ai pesci e un altro in piscina al tramonto....e la sera una passeggiata a Taormina con la navetta ( senza nessuno stress per il parcheggio)...le giornate sono trascorse felici e interessanti. Alla prossima!!…",UNAHOTELS Capotaormina,2019-07-05,5 stelle
1881,Branzolo,"Sono stato ospite di questa struttura per una convention e devo dire che l’hotel è tutto sommato accettabile, sicuramente non è una costruzione nuovissima, ma è stata ristrutturata è accettabile. Il personale l’ho trovato molto disponibile e gentile. Sulla location nulla da dire, anzi posizione più che strategica, vista mozzafiato,  e principalmente comoda da raggiungere inoltre comoda per spostarsi e visitare tutta la zona o il centro storico. …",UNAHOTELS Capotaormina,2019-07-05,4 stelle
1882,Luigi R,"incastonato nella roccia lavica sul mare con un panorama mozzafiato come pochi al mondo, ottimi servizi vi consiglio il ristorante sul mare, ottimo personale, splendida terrazza dove viene servita la colazione, non si sente l'esigenza di andare in giro, ma qualora si desiderasse con le navette si sale a taormina. a breve credo ristruttureranno solo per adeguarlo a uno stile più attuale.…",UNAHOTELS Capotaormina,2019-07-05,5 stelle
1883,Claudio,"La location è il miglior biglietto da visita di questo albergo: spettacolare. Direttamente sul mare con vista sull’isola bella.  L’accesso alla piccola spiaggia ed alla piscina è scavato nella roccia; il livello mare si raggiunge con ascensore.  È vero che il complesso andrebbe un po’ “svecchiato” ( bagni con vasca/ doccia).  Ma la vista dalle camere superior è impagabile.  Letto grande comodissimo, così come i cuscini. Privacy perfetta anche sulle terrazze. Pulizia ineccepibile.  Colazione buona, più fornita di proposte dolci che salate. Anche la colazione si gusta su terrazza panoramica.  Personale gentilissimo.  La Direzione si è fatta apprezzare per un omaggio a mia moglie nel giorno del suo compleanno.  Navetta per Taormina molto comoda.  Consigliato  …",UNAHOTELS Capotaormina,2019-07-05,5 stelle
1884,mariarosa l,"Sono stata per un fine settimana a settembre a Taormina:ho pernottato all’ho Capo taormina e mi sono trovata benissimo,ottimo il servizio,bellissimo l’ambiente,gentilezza e professionalità.Penso sia proprio un hotel da favola!",UNAHOTELS Capotaormina,2019-07-05,5 stelle
1885,Silvia D,"L'hotel si trova in una posizione fantastica su una scogliera a picco sul mare, situata subito sotto Taormina.Al mattino si può ammirare l'alba che sorge su Isola Bella dalla bellissima ed esclusiva spiaggia privata a cui si accede internamente dall'hotel con ascensore scavato nella roccia.La sera un incantevole tramonto con vista sul golfo di Giardini Naxos e sull'Etna.Oltre alla spiaggia privata ci sono due piscine che sembrano sospese sul mare da cui ammirare il paesaggio.Fantastica anche la vista dalla terrazza di ristoranti. All'esclusiva location, si aggiunge:- la gentilezza e la disponibilità dello staff;- la qualità e l'assortimento della colazione (deliziosi i mini-cannoli siciliani, le torte, la ricotta,... );- la comodità dei letti (extra-large);- l'impeccabile pulizia;- il parcheggio;- la navetta gratuita per Taormina.Insomma un luogo incantevole ideale per una fuga romantica o semplicemente per rigenerarsi cullati dalle onde del mare e baciati dal sole.",UNAHOTELS Capotaormina,2019-07-05,5 stelle
1886,Fede T,Hotel con una posizione spettacolare camere ancora un po' Old che avrebbero bisogno di una ristrutturazione riammodernamento Ma quando ti affacci mi vedi da un lato l etna e dall'altro l'isola bella ti senti veramente in paradiso...Cibo ottimo scorci fantastici la spiaggia comodissima schiacciando solo un pulsante dell'ascensore la piscina con acqua salata di mare... un'altra piccola piscina con l'idromassaggio il ristorante con vista mare direttamente di fianco alla piscina ..tutto veramente meraviglioso da tornarci con la famiglia Un Posto veramente romantico che merita almeno un Long weekend Taormina è comodamente raggiungibile e ci sono tante cose da vedere,UNAHOTELS Capotaormina,2019-07-05,4 stelle
1887,Alegio,"Non puoi trovarci un difetto solo cose positive Dall’accoglinza, il servizio ristorante, le camere, l’accesso alla spiaggia privata tutto eccellente Ti svegli e senti solo il rumore delle onde che si infrangono sugli scogli, vedi l’alba dal balcone, mangi con vista sul mare. Ha la piscina, un ampio parcheggio a pagamento e uno più piccolo gratuito Mette a disposizione navette gratuite x il centro... uno spettacolare accesso alla spiaggia attraverso una grotta...Prezzo alto ma ne vale la pena",UNAHOTELS Capotaormina,2019-07-05,5 stelle
1888,Monica R,"Il Capotaormina è una tappa fondamentale di ogni viaggio a Taormina, da riscoprire ogni volta con rinnovato stupore. È il luogo del cuore, dove si può tornare certi di trascorrere sempre giorni di meraviglioso relax, cullati dal rumore del mare. Un posto affascinante e indimenticabile per innumerevoli ragioni. La cortesia e professionalità insuperabili del personale ad ogni livello, per esempio, il quale esprime costantemente passione e dedizione per il proprio lavoro, lo splendore paesaggistico su cui si affaccia la struttura, cornice di ogni momento della giornata, i numerosi confort compresi nel prezzo, l’atmosfera e la cucina idilliache del ristorante sospeso sul mare “la scogliera”, la pulizia ineccepibile delle camere, bastano già a fare di questo hotel un posto sublime. Poco distante da Taormina, non risente del caos turistico della stessa, pur rimanendovi ben collegato, grazie anche ad un servizio navetta offerto gratuitamente. Ringraziamenti doverosi per le coccole e le attenzioni ricevute soprattutto da Manuela, Gianfranco, Gabriele, Davide e altri, sempre vicini e pronti a risolvere ogni difficoltà, allo scopo di rendere il soggiorno perfetto. Infine, una menzione speciale meritatissima (che faccio qui perché non dispone di una pagina propria) per il personale che gestisce il comodo garage interno, più che degno della categoria dell’hotel e soprattutto a Francesco, davvero impagabile per simpatia e disponibilità. Capotaormina, arrivederci!",UNAHOTELS Capotaormina,2019-07-05,5 stelle
1889,droplet90,"Appena tornata da un long weekend al Capotaormina, devo dire che ha superato tutte le mie aspettative da ogni punto di vista.L'hotel è molto bello situato in una posizione strategica, le camere spaziose, pulitissime e dotate di ogni confort, la nostra poi era eccezionale con una vista sul golfo di Giardini Naxos da invidia, dal letto si poteva vedere il mare, direi che non c'è risveglio migliore!!!Il personale è veramente al servizio del cliente, gentili e cordiali si prodigano a che tutto sia di tuo gradimento a partire dalle donne ai piani, bagnini, camerieri etc...i servizi che offrono sono veramente di uno standard superiore alle 4 stelle, ti senti coccolato in ogni momento della giornata.Abbiamo anche cenato presso il ristorante la scogliera, che atmosfera romantica e che piatti di pesce strepitosi, ci hanno consigliato benissimo.E per finire un ringraziamento particolare va a Roberta C. che ci ha organizzato alla perfezione questo soggiorno.",UNAHOTELS Capotaormina,2019-07-05,5 stelle
1890,Luigi B,"Hotel da favola, non ha prezzo poter scendere dalla camera direttamente in spiaggia, ottimi gli arredamenti così come il servizio, personale competente, professionale e disponibilissimo. Che dire un fine settimana corto ma intenso, location al top,con panorama mozzafiato, camere pulitissime. In due parole: da consigliare vivamente",UNAHOTELS Capotaormina,2019-07-05,5 stelle
