,utente,commento,hotel,dataIns,rating
353,Shinken75,"Con la mia famiglia (che comprende un bambino piccolo) siamo stati ospiti di questo albergo che si trova poco lontano dal mare.Va detto che la struttura è da una stella, ma la gentilezza e la disponibilità dei gestori sono da 4 stelle, hanno fatto di tutto per metterci a nostro agio e, nonostante la giovane età, non possiamo che apprezzare tutto l'impegno che ci mettono.La struttura (nel giugno 2016) è in restrutturazione, per cui i futuri ospiti potrebbero trovare una situazione migliore di quella che descriveremo. L'intera struttura è molto pulita, l'arredamento per quanto a volte appaia di recupero è comunque in ordine ed è apprezzabile la nota creativa che hanno saputo mettere i gestori. Le stanze, che si trovano tutte al primo piano, sono di dimensioni normali, alcune offrono il bagno in camera (che comprende lavandino, doccia e WC, mentre non c'è il bidè), altre, sebbene abbiano il bagno condiviso, hanno comunque un lavandino in camera (il che è comunque una comodità). Il bagno, invece del rubinetto con miscelatore, ha le manovelle, ad ogni modo è funzionale, l'unica cosa che abbiamo riscontrato è qualche difficoltà ad avere l'acqua calda al mattino, ma potrebbe essersi trattato di un caso in quanto la sera invece era sempre presente.La nostra camera dava sul lato della strada e nelle ore serali (e di notte) il rumore si sente, per fortuna gli infissi sono nuovi ed offrono un discreto isolamento acustico. Una pecca che abbiamo riscontrato è il ""raffreddamento"" della camera: potevamo aprire la portafinestra per approfittare della brezza notturna, ma così facendo dovevamo sopportare il rumore del traffico (che è lento ma costante tutto il giorno/notte), oppure accendere le pale a soffitto che (almeno nella nostra camera) erano abbastanza rumorose. Per questo consigliamo di chiedere una camera che dia sul retro che dovrebbe permettere di tenere aperta la portafinestra senza pregiudicare il silenzio nella camera.Il letto era un po' morbido, ma, anche se siamo abituati a dormire sul duro, ci ha permesso di stare comodi. Non abbiamo approfondito il discorso dei viveri, ma ci risulta che l'albergo non effettui un servizio di colazione, tuttavia è presente una sala che (vista la presenza di un prezzario) dovrebbe mettere a disposizione alcune bevande, cibarie ed un microonde.Infine, abbiamo gradito molto la presenza di un parcheggio coperto che si trova sul retro, molto utile soprattutto nelle calde giornate estive.Per chi si reca a Marina di Massa per il mare, segnaliamo che le spiagge più vicine all'albergo non sono eccezionali, ma ci si può accontentare, quella in cui ci siamo trovati meglio (in cui c'è anche una spiaggia di sabbia) è quella libera che si trovava dietro al Bar Ristorante ""Baracchino Rosso"" che si raggiunge in 10 minuti a piedi (in giugno si trova tranquillamente posto nella spiaggia libera fino alle 9).",Hotel La Perla,2019-07-05,3 stelle
354,Marco T,"Location fantastica per visitare Lucca e i suoi dintorni.Gestore simpaticissima, cordialissima; con competenza mette a proprio agio gli ospiti fornendo anche consigli relativamente ai luoghi da visitare ............ tutti gradevolissimi.Se torniamo a Lucca ................. sarà ancora la ns scelta",Hotel La Perla,2019-07-05,5 stelle
355,AnnaAlle,"La struttura è molto accogliente.Le camere sono semplici e pulite anche i bagni, nonostante siano comuni, in quanto venivano controllati molto frequentemente.Il personale è eccezionale,  disponibile, ci siamo sentiti come a casa.",Hotel La Perla,2019-07-05,5 stelle
356,Matteo C,Struttura a 5 minuti di macchina dal centro di marina di massa Camere semplici ma pulite alcune camere con il bagno in comune nel nostro caso il bagno era in camera  Abbiamo fatto due notti Ottima accoglienza la proprietaria molto simpatica e gentile.Ci ritorneremo molto volentieri,Hotel La Perla,2019-07-05,4 stelle
357,Giuseppe A,".pessima struttura e accoglienza soprattutto se si puo definire direttrice la sigra francesca sgarbata e maleducato, personale assente e impreparato x dare informazionicamere non disponibile all'arrivo vecchie con ruggine troppo rumorose notte rumori in continuo tv volume alto e scarico bagnosala addivita a colazione ma a pagamento apparte, alla conferma della prenotazione era inclusa",Hotel La Perla,2019-07-05,1 stelle
358,Nagato U,60 euro per una notte in un monostella quando vicino ci sono 3 stelle a 40 euro mi sembra un furto e gestori maleducati  avevo gia commentato e mi avete cancellato trip dovrebbe togliere questa possibilita,Hotel La Perla,2019-07-05,1 stelle
359,Anna Maria D,"Siamo stati in questo hotel cinque giorni io e mio figlio, e recensisco molto volentieri questo posto dove ci siamo trovati benissimo.camere pulite,personale attento,cordiale e disponibile. Ambiente familiare. Bici a disposizione.",Hotel La Perla,2019-07-05,5 stelle
360,Eli0894,"L' Hotel si presenta molto bene, camere ben pulite con aria condizionata, ed alcune anche il balcone. La colazione è a buffet abbondante. Il giardino ben curato e piscina pulita!!  Posizione ottima, molto tranquillo, 5 minuti dal mare. ",Tilly,2019-07-05,4 stelle
361,Seila S,"Sono tornata in questo hotel con il mio compagno, dopo aver soggiornato con mio figlio la prima settimana di luglio. Una vera e propria conferma di gentilezza, educazione, disponibilità e PULIZIA. La proprietaria, insieme alla figlia, cercano sempre di trovare una soluzione per ogni necessità, la ragazza alla reception Sara, ti accoglie sempre con il sorriso e, per ultima, ma non certamente di importanza, la dolcissima e disponibilissima ANDREINA, che con il suo sorriso e il suo modo di fare, rende la colazione un momento davvero speciale….quando si dice…""chi ben comincia""... Quindi che dire....quattro giorni da ripetere assolutamente alla primissima occasione e, assolutamente, un arrivederci per la prossima estate. Grazie davvero di cuore. Seila e Alex di Bergamo…",Tilly,2019-07-05,5 stelle
362,Sabrina Z,"Hotel davvero carino e tranquillo, a due passi dal centro di massa. Ha un bel parcheggio interno con posti auto riparati, un bel giardino molto curato (pure un piccolo roseto!) Con sdraio x rilassarsi su un prato ogni sera innaffiato. La piscina sembra carina ma non ci sn stata. Le camere sono belle, pulite, il letto è comodo e provviste di un condizionatore fantastico che, messo sulla modalità deumidificatore, di notte era silenziosissimo e ci ha permesso di riposare tranquilli nonostante un caldo torrido fuori! La colazione è semplice ma buona e i prodotti sono feschi. Appena fuori, c'è un supermercato e si è a 2 minuti a piedi dal lungomare. Il prezzo mi ha lasciato di stucco 215€ due notti con colazione l'ultimo weekend di luglio...un vero affare!…",Tilly,2019-07-05,5 stelle
363,Luigi S,"Hotel a conduzione familiare con colazione a buffet , piscina , aria condizionata , parcheggio e wifi ; personale molto cortese ed a disposizione per richieste di informazione territoriale , convenzione con alcuni ristoranti della zona.",Tilly,2019-07-05,4 stelle
364,GiusyRn,"Arriviamo in questa struttura fatiscente, vecchia con odori schifosi. La sign. che ci accoglie è gentile, ma sua madre...una vera VIPERA! Ci ha seguiti in ogni nostro movimento e ci ha vivamente consigliato di non utilizzare quella che loro chiamano ""piscina"", ma che in realtà è una fogna a cielo aperto senza una pompa, quindi solo da decorazione. La signora anziana, dovrebbe godersi la pensione e lasciare spazio a quella povera ragazzina che era alla reception. Evitate di andarci, buttate i vostri soldi. Camere piccole, vecchie, scale e corridoi orribili. Esperienza NEGATIVA…",Tilly,2019-07-05,1 stelle
365,DevilTyphoon,"Siamo stati tre giorni soltanto. Ma sono bastati per scrivere una recensione. Parto dal receptionist Simone. Un ragazzo giovane, simpatico e disponibile. Ti accoglie molto educatamente ed è disponibile a dsrti tutti i consigli del posto. L'hotel Ha un paio di convenzioni con due ristorantini sul mare e con un lido vicino che ti permette di affittare ombrelloni e sdraio a 10 euro al giorno. Camera confortevole con bagno privato, colazione a buffet non troppo ricca ma più che buona comunque. La cosa più positiva è che si trova a pochi passi dal mare, 5 minuti a piedi. Nel complesso non mi sono trovato per nulla male. Consigliato",Tilly,2019-07-05,5 stelle
366,Gaia_B,"Hotel situato ad 1 km dal centro ed a 100m dal mare. Personale cordiale, in particolare il ragazzo alla reception. Camere con arredi anni 60/70, con il minimo indispendabile, comunque migliorabili (manca il condizionatore).Colazione molto semplice all'italiana. Consigliato per chi vuole godersi il mare e la spiaggia.",Tilly,2019-07-05,3 stelle
367,Paquaro,"Io e mio marito siamo stati due notti in questo hotel. Fin dal primo momento ci siamo trovati benissimo, lo staff è il massimo della cortesia e dell'accoglienza, la piscina bellissima e la posizione a pochi passi dal mare ha fatto in modo che potessimo goderci due giorni di puro relax!",Tilly,2019-07-05,5 stelle
368,PaoloCB,"L'albergo ha recentemente riaperto dopo un cambio gestione.E' posto a poca distanza dal mare, i dintorni immediati dell'albergo non sono il massimo (è una zona un po' periferica di Marina di Massa), ma tutte le pertinenze sono circondate da vegetazione e il risultato è un effetto molto scenografico.La camera dove abbiamo alloggiato è situata nella dependance, di fronte alla piscina a disposizione degli ospiti e vicino al solarium e dispone di una veranda, anch'essa circondata da edera e vegetazione (fiori, palme).Essendo in 4 (2 adulti, 2 ragazze) ci è è stata data una camera formata d 2 vani comunicanti, in uno un matrimoniale e un singolo, nell'altro 2 singoli.Dispone di ampio parcheggio, nel quale ci è stato consentito di lasciare la nostra auto anche dopo il check out, fino a sera.Il personale è stato molto gentile e disponibile.La colazione a buffet, sia dolce, sia salata, potrebbe migliorare.",Tilly,2019-07-05,4 stelle
369,alessio c,"Personale gentile e disponibile, risolvendo senza intoppi (per fortuna) una errore nella prenotazione della stanza da parte del personale dell'albergo!! Posto tranquillo con una bella piscina, giardino e posto auto interno. Vicinissimo al mare! Camere pulite ma un po' datate, odore poco gradevole all'entrata della depandance. Colazione internazionale con poca varietà.",Tilly,2019-07-05,3 stelle
370,martinina,"Abbiamo soggiornato una sola notte presso questo hotel per una mini fuga dalla cittá nel we.L'Hotel ha arredamento e stile un po'datato ma è molto pulito, ordinato; la nostra camera era spaziosa con un matrimoniale ed un singolo sistemato frontalmente,una scrivania con tv ,un armadio e un bagno non grandissimo ma funzionale , confortevole e soprattutto ben pulito; a nostro parere il prezzo a notte è adeguato al servizio offerto che comprende anche una modesta colazione a buffet internazionale.Il personale è gentile e disponibile,ringraziamo in particolare Simone,ragazzo simpatico della reception che ci ha dato indicazioni utili per varie cose.La nostra camera si trovava nella depandance dell'hotel quindi in una struttura proprio davanti alla piscina che è a disposizione fino alle 19 gratuitamente con docce,giardino con ombrelloni e lettini e una terrazza solarium anch'essa attrezzata.Per noi è stato un soggiorno perfetto ed aggiungerei che la posizione dell'hotel è strategica :5min a piedi dal mare e da tutti gli stabilimenti balneari e 5min in auto da massa centro che la sera è molto carina in particolare avendola vista la notte bianca che l'ha resa ancora piu viva.👍",Tilly,2019-07-05,4 stelle
371,Alessio C,"Albergo posto a 100 m  dal mare e a circa 1km dal centro. Molto verde e fresco, piscina con adiacente bel giardinetto con sdraio. Personale cordiale. Dimensioni camere abbastanza grandi, la nostra aveva bagno nuovo. Gli arredi decisamente anni 60/70. Colazione non spettacolare ma il necessario c'è, fra l'altro cappuccio fatto da barista e non da odiose macchinette.",Tilly,2019-07-05,4 stelle
372,Paolo G,"La pensione è molto datata le camere piccole senza frigo la piscina chiusa il secondo giorno la camera non era stata pulita alle 17  "" per un disguido"" fatto sta che abbiamo dovuto aspettare tre quarti d'ora seduti fuoriTroppo caro per quello che offre con il canale di scolo di fronte all'entrata",Tilly,2019-07-05,1 stelle
373,PaoloErika2015,"L'INIZIO --Giovedì 27 agosto ho prenotato telefonicamente e confermato tramite mail un soggiorno con arrivo sabato 29 e partenza lunedì 31, partecipanti alla gita: mia moglie ed i miei 3 figli (6, 3 e 2 anni). Mi era stato confermato l'applicazione dell'offerta presente anche su sito che recitava: 1/2 pensione adulti 50€/gg e bimbi sotto i 7 anni gratis!! Il tutto anche nel caso avessimo fatto solo 2 notti e non una settimana.IL SOGGIORNO: direi in  linea con le altre recensioni; bel posto immerso nel verde con parcheggio interno, vicino al mare ed ai parchi per i bimbi, arredi vecchi ma decorosi, pulito, cortesia dei proprietari (soprattutto della sig.ra Loredana), cucina casalinga buona,  stanza un po' piccola ma coerente con le aspettative; insomma un buon rapporto qualità prezzo, soprattutto per l'offerta riservatami!!LA PARTENZA: lunedì mattina liberiamo la camera alle ore 9,00 (e ci viene anche concesso di lasciare l'auto nel parcheggio fino al pomeriggio!!) e mi presento alla cassa. Extra: 5 bottiglie di acqua, 1 litro di vino sfuso, 1 colazione del sabato all'arrivo.IL CONTO: 400 €!! anziché i 220 € come da offerta concordata.LA GIUSTIFICAZIONE: la proprietaria di fronte al mio stupore recita testualmente: ""non posso applicarle l'offerta perché i suoi bambini mangiano troppo per cui: 60 €/gg gli adulti + 30 €/gg a testa  i due bambini di 6 e 3 anni. E ringrazi che la piccola non la faccio pagare anche se mangia come gli altri!!""LA CILIEGINA: per ""tanti motivi"" pago i 400 € (con bancomat per cui tutto tracciato!!); richiedo la ricevuta al pagamento e poi anche al pomeriggio prima di partire: mi viene detto che la ricevuta mi è stata regolarmente data ma io l'ho persa!! ho già chiamato la guardia di finanza e non escludo di esporre denuncia!CONCLUSIONE: è vero, grazie a Dio i miei bambini godono di ottimo appetito e sarei anche stato certamente disposto a riconoscere un ""extra"" proprio perché mi reputo una persona corretta; peccato che la proprietaria abbia deliberato da sola l'importo dell'""extra"" senza neppure emettere la regolare ricevuta. QUESTIONE DI CORRETTEZZA!!",Tilly,2019-07-05,3 stelle
374,Carlo D,"Ho soggiornato con la famiglia in questo hotel per un periodo di 5 giorni. Stanze con arredamenti un po' vecchi ma nel l'insieme decorosi, ospitalità disponibilità cortesia MASSSIMA da parte dei dipendenti e della famiglia che lo gestisce. Buona cucina, varia e con alcuni piatti tipici che hanno stuzzicato la curiosità dei miei familiari e soprattutto la mia. Io avendo problemi di salute ed una dieta da seguire ho avuto facilità di scelta e debbo dire che non ho avuto nessun problema!!!!!!  Fantastico! La piscina e' un'ottima soluzione al mare soprattutto per famiglie con figli piccoli, in particolare quando il mare è agitato e pericoloso. La soluzione delle bevande incluse e l'attenzione agli sprechi garantiscono a questo hotel un buon biglietto da visita soprattutto in questo momento di crisi, da scialacquare c' e ben poco. Ho trascorso un ottimo soggiorno e mi sono ripromesso di tornarci.",Tilly,2019-07-05,3 stelle
375,AleV1105,"Camere pulite, arredamento un pò datato. Posizione ottima perchè molto vicina al mare. Buona la colazione. Personale disponibile. L'albergo risulta nel complesso semplice ma visto il rapporto qualità prezzo il giudizio è positivo.",Tilly,2019-07-05,4 stelle
