"utente"|"commento"|"hotel"|"dataIns"|"labelpers"|"tipo_lista"
"Ivano M"|"Abbiamo alloggiato la prima settimana di agosto. Confermo tutte le recensioni positive. Il rapporto qualità prezzo tutto sommato va bene. Eravamo con la formula pernotto e colazione;ed abbiamo inoltre usufruito del ristorante a pranzo un paio di volte. Ci siamo trovati molto bene;il personale sempre gentile e disponibile pulizia adeguata. Un pò vetusta la moquette nei corridoi. Posizione strategica;zona piscina con panorama mozzafiato. Consigliato."|"Hotel Luna Lughente"|"05/07/2019"|"sp"|"TEST"
"Patroclo1"|"Abbiamo pernottato per 2 notti in un appartamento con 3 stanze. Appartamento molto grande con cucina e 2 stanze da letto. Molto pulito . Personale cordiale . Anche la colazione molto variegata. Secondo me qualità prezzo buono"|"Hotel Maranello Village"|"05/07/2019"|"sp"|"TEST"
"Cristian Z"|"Abbiamo soggiornato in questo bellissimo hotel per due notti!Accolti con gentilezza e con il sorriso che ci hanno accompagnato per tutto la nostra (purtroppo breve) permanenza !Le camere rinnovate e pulitissime;colazione abbondante e varia e una posizione tranquilla ma comoda e vicinissima alla spiaggia ben curata! Che dire....complimenti è speriamo a presto!"|"Hotel Stockholm"|"05/07/2019"|"sp"|"TEST"
"Andrea S"|"Accoglienza a sorrisi molto cordiale ed efficiente. Lo stesso al checkout. le stanze sono molto curate;eleganti e dotate di tutto il necessario. La Colazione è abbondante e di ottima qualità. La zona è molto tranquilla."|"Savhotel"|"05/07/2019"|"sp"|"TRAINING"
"Davidoof72"|"Agriturismo ideale per chi ama stare in mezzo alla natura lontano dai rumori della vicina Assisi peraltro raggiungibile in 10 minuti di auto. Camere per tutte le tasche;buona colazione (con diversi prodotti fatti in casa) e gustosa cena (17€ a persona). Consigliatissimo per la grande gentilezza e disponibilità dei proprietari ed anche per l'ottimo rapporto qualità prezzo. Torneremo sicuramente."|"Agriturismo Il Castello"|"05/07/2019"|"sp"|"TRAINING"
"andrea b"|"Al castello abbiamo fatto per due mattine di seguito colazione e devo essere sincero la qualità e la varietà era altissima. Abbiamo pagato solo 4 euro a testa e l'ambiente era un toccasana per iniziare bene la giornata;3 generazioni di donne in cucina con i profumi del pranzo che già ti assalivano. Abbiamo dormito agli appartamenti indipendenti nella struttura ma abbiamo fatto colazione serviti e riveriti...spettacolare due giorni e grande marcia della pace domenica…"|"Agriturismo Il Castello"|"05/07/2019"|"sp"|"TRAINING"
"claudio r"|"Albergo delizioso nel cuore del Sasso Barisano;io el la mia famiglia abbiamo soggiornato a novembre;la camera ben riscaldata con tutti i confort;lo staff assolutamente delizioso prodigo di ottimi consigli.Il loro parcheggio convenzionato è assolutamente da sfruttare anche se forse un poco caro;ma con servizio navetta e servizio bagagli sino all'albergo.lo consiglio"|"Antico Convicino Rooms Suites & SPA"|"05/07/2019"|"sp"|"TRAINING"
"Francesco Rea"|"Albergo diffuso tra i sassi con cucinino in camera per colazione ed altro oltre a frigorifero e piastra. Pulito;servizio più che cortese;inserito tra le bellezze di Matera. Prezzo più che onesto. Consigliato."|"Hotel San Giorgio Matera Albergo Diffuso nei Sassi"|"05/07/2019"|"sp"|"TEST"
"Elisa M"|"Albergo molto bello;personale molto cordiale e gentile;sono stati molto accoglienti e ci hanno fatto sentire a casa;rapporto qualità prezzo buono! Stanza molto bella con grande balcone! Consiglio questo albergo :)"|"HOTEL MAIOLI"|"05/07/2019"|"sp"|"TRAINING"
"Alessio C"|"Albergo posto a 100 m dal mare e a circa 1km dal centro. Molto verde e fresco;piscina con adiacente bel giardinetto con sdraio. Personale cordiale. Dimensioni camere abbastanza grandi;la nostra aveva bagno nuovo. Gli arredi decisamente anni 60/70. Colazione non spettacolare ma il necessario c'è;fra l'altro cappuccio fatto da barista e non da odiose macchinette."|"Tilly"|"05/07/2019"|"sp"|"TRAINING"
"Vape67"|"Alla conquista in bici del Gran Sasso soggiorniamo in questa struttura bellissima in contesto naturale fantastico!!! Personale professionale e gentilissimo;camere pulitissime e ben arredate;colazione ottima e abbondante;rapporto qualità dei servizi offerti e prezzo pagato senza eguali!!! Piscina e giardino ideali per il riposo dopo le escursioni (inarrivabile la birra media dopo 135 km. di pedalate bevuta con i piedi nell'acqua...). Consigliatissimo!!!!!…"|"Hotel Nido dell'Aquila"|"05/07/2019"|"sp"|"TEST"
"Tazuki"|"Ambiente unico per questo albergo nei Sassi di Matera. Molto ben ristruttursto. Camera suggestiva e romantica. Personale cordiale. Prezzo corretto. La spa non è compresa nel prezzo. Unico aspetto negativo: a febbraio in camera faceva troppo caldo anche con i riscaldamenti spenti"|"Antico Convicino Rooms Suites & SPA"|"05/07/2019"|"sp"|"TRAINING"
"Alessia M"|"Bella stanza;vasca idromassaggio e sauna in camera;per una piccola spa in relax.La camera è pulita;grande;dotata di confort: letto comodo;bagno grande e moderno.Colazione in camera;abbiamo potuto scegliere di tutto e di più.Finestrone che si affaccia direttamente sulla piscina anche se non so quanto sia indiscreta quella tenda.Bella esperienza;credo però che il prezzo sia esagerato considerando il posto in cui ci si trova"|"Halanus Hotel & Resort"|"05/07/2019"|"sp"|"TRAINING"
"Alessia M"|"Bellissime villette molto curate con vasca idromassaggio in camera!!!! Piscina carina e soprattutto pulita. Pace e tranquillità. Gentilissima la proprietaria. Si trova vicino all'uscita Cecina nord. Consigliatisssssiiiimmmmoooo!!!!!"|"Toscana Biovillage"|"05/07/2019"|"lx"|"TEST"
"MaxeBru"|"Buona posizione per chi vuole raggiungere tutte le più belle e famose spiagge della Gallura. Camere spaziose;ottima pulizia e personale gentile e sempre disponibile colazione varia e ricca (buoni i dolci) per soddisfare tutte le necessità e i gusti. Da migliorare il ristorante per raggiungere il livello del resto della struttura. Bel panorama godibile dalla terrazza e dalla piscina. Buon rapporto prezzo-qualità! Consigliato."|"Hotel Luna Lughente"|"05/07/2019"|"sp"|"TRAINING"
"Pierangelo M"|"Camera molto spaziosa;pulita;confortevole (aria condizionata OK) e ben arredata. Bagno altrettanto spazioso;ottima la pulizia;ben dotato di accessori e quanto possa servire;sanitari e soprattutto doccia in ottime condizioni. Buona la posizione per raggiungere in dieci minuti il centro. Proprietari molto gentili e disponibili;Assolutamente da consigliare per qualità-prezzo!…"|"Oberdan Bed & Breakfast"|"05/07/2019"|"sp"|"TEST"
"Franco D"|"Camera spaziosa;pulita;colazione abbondante e variegata con dolce e salato;personale gentile e disponibile;eccellente lil rapporto qualita` prezzo;hotel comodo per i traghetti;possibilita`di pranzare in loco;ma molti ristoranti adiacenti all´hotel."|"In Riva al Lago Bed & Breakfast"|"05/07/2019"|"sp"|"TRAINING"
"Arianna R"|"Camere essenziali ma pulite. Si trova in una zona centralissima di Orvieto e comoda per visitare a piedi la città. Se non cercate il lusso ma un appoggio per passare qualche notte;sicuramente consigliato! Buon rapporto qualità prezzo."|"Valentina Bed & Breakfast"|"05/07/2019"|"sp"|"TRAINING"
"LUCA U"|"Camere pulite e dotate di tutto il necessario. Colazione abbondante con tanti prodotti fatti in casa. I proprietari sono molto cordiali e disponibili. La posizione è vicinissima ad Assisi. Prezzo più che onesto. Consigliato."|"Residenza di Campagna"|"05/07/2019"|"sp"|"TRAINING"
"AleV1105"|"Camere pulite;arredamento un pò datato. Posizione ottima perchè molto vicina al mare. Buona la colazione. Personale disponibile. L'albergo risulta nel complesso semplice ma visto il rapporto qualità prezzo il giudizio è positivo."|"Tilly"|"05/07/2019"|"sp"|"TEST"
"Tommy B"|"Che dire... Abbiamo soggiornato due settimane in questo autentico angolo di paradiso curato nei minimi dettagli;su una collinetta vista mare;con personale ottimo ed accogliente. Consigliatissimo!!!!"|"B&B Magna Grecia"|"05/07/2019"|"sp"|"TEST"
"LiciaLuca"|"ci siam fermati poco giusto una notte e l'indomani mattina siam partiti. il meteo non ci ha assistito;ed non abbiamo potuto godere della bellezza del panorame. un luogo veramente suggestivo;adatto anche per una gita fuori porta in coppia. buoni i servizi;anche il rapporto qualità/prezzo e compresa anche la prima colazione. ambiente pulito e ben tenuto;curati molto i particolari;bella anche la sala per la colazione."|"La Valletta Relais"|"05/07/2019"|"sp"|"TRAINING"
"Costanzo B"|"Ci siamo andati “per caso” per un fine settimana alle terme di Rimini . Ambiente pulito . Ottima colazione. Personale cordiale e ottimo rapporto qualità prezzo. Ad un passo dal mare e a pochi passi dalle terme ... lo consiglio"|"Principe di Piemonte Hotel"|"05/07/2019"|"sp"|"TEST"
"Fabio R"|"Ci sono tornato dopo tredici anni con moglie e due figli;che dire! Camera ampia e accogliente;pulita e con una vista superba sul mare. Colazione abbondante;curata;con torte fatte in casa. Un vero dispiacere doverlo lasciare. Spero di tornarci presto."|"B&B and Apartments Da Baranin"|"05/07/2019"|"sp"|"TRAINING"
"Tommy B"|"Ciao a tutti;ottime camere dal punto di vista estetico;ma colazione scadente visto il costo delle camere...siamo scesi alle nove e ci hanno comunicato che le persone prima avevano finito quasi tutto e non avevano da ricaricare il tavolo...visto il costo é meglio che vi attrezzate in modo migliore perché nel prezzo della camera é compresa la colazione!!ora vado al bar!"|"Affittacamere Solosonno"|"05/07/2019"|"sp"|"TRAINING"
"francesco7519"|"Come molte persone dopo lo stress della vita e del lavoro;per la scelta di un hotel in cui poter trovare comodità e servizi ci rivolgiamo a TripAdvisor per capire dalle recensioni se rispetta le nostre aspettative;infatti dopo aver letto le molte recensioni positive di questo hotel ci sono stato e mi sento di consigliarlo vivamente;rapporto qualità e prezzo eccezionali;disponibilità al 100% di persone che dedicano tutto il loro tempo per accontentarci;non vorrei dilungarmi nelle lusinghe ma le meritano tutte credetemi!! Grazie ragazzi all’anno prossimo! ??"|"Hotel Aquila D'Oro"|"05/07/2019"|"sp"|"TRAINING"
"ChiarettaGigi"|"Coppia con una bimba di 5 anni.Ci siamo trovati benissimo..Non cercavamo un hotel di lusso ed infatti è andato benissimo per le nostre esigenze semplici di pernottamento e vicinanza al mare e il buon prezzo sia della Camera sia della spiaggia......La cosa che ci ha colpito molto è la Gentilezza e Disponibilità di tutto il personale! Complimenti;personale da 3 stelle invece di 2!!!! Braviiiiii!!!Torneremo appena possibile!"|"Hotel Cannes"|"05/07/2019"|"sp"|"TRAINING"
"EmanueleCigliuti"|"Da subito entrando alla reception si capisce che è un hotel gestito con gusto e standard internazionali. Ho avuto la fortuna di avere una camera fronte lago;un letto comodo;bagno pulitissimo e molta cura dei dettagli (bellissimo il kit bagno di Etro). La colazione è un'esperienza unica: ottimi i prodotti;ma la vista sul lago è davvero uno spettacolo indimenticabile! Personale gentilissimo e sempre all'altezza delle necessità dei clienti. Ottimo hotel;ottimo rapporto qualità prezzo."|"Hotel Villa Flori"|"05/07/2019"|"sp"|"TRAINING"
"Marco A"|"Difficile dare un giudizio pieno;ma qui ci siamo;tutto perfetto:cortesia del personale;pulizia;super colazione ed ottima cena;stupenda piscina e prezzo adeguato alla struttura. Complimenti;continuate così!"|"Hotel Orient & Pacific"|"05/07/2019"|"sp"|"TRAINING"
"djugo"|"Dopo una faticaccia per trovare parcheggio arriviamo in reception e ci vine subito offerta una bevanda fresca molto apprezzata. Saliamo subito in stanza: dimensioni abbastanza ridotte;niente balconcino e una mini finistrella. Però il condizionatore funzionava benissimo. Bene in generale anche la pulizia e molto apprezzato il fatto che le bevande nel frigo fossero gratuite. Al mattino colazione dalle 7:30 davvero di buon livello e con buona varietà di scelta. Buona la posizione a 1 minuto dal mare e dalla fermata del bus. Ottimo il prezzo. Da tenere in considerazione per altri soggiorni brevi a Rimini.…"|"Hotel Stresa"|"05/07/2019"|"sp"|"TRAINING"
"Paolo G"|"E un po che usiamo NH Hotel per i nostri viaggi di piacere in Europa e abbiamo sempre trovato il massimo Personale gentile e disponibile Pulizia delle camere eccellenti Colazioni ottime e abbondantiOttimo rapporto qualità prezzo"|"NH Torino Santo Stefano"|"05/07/2019"|"sp"|"TEST"
"Marco A"|"E' da molto che non scrivo una recensione su tripadvisor;mi sono reso conto che spesso anche questo;che era un utilissimo mezzo per un'obiettiva opinione in merito;viene usato in maniera impropria;spesso a scapito di persone che lavorano onestamente e fanno il loro meglio per accontentare un turista sempre più ineducato ed arrogante. Ma ho deciso di rompere il mio silenzio perché quando ci si trova davanti all''eccellenza di settore;quando finalmente le politiche scelte da una struttura sono esclusivamente finalizzate al piacere ad al benessere di un piccolo momento della propria vita;al rispetto del cliente;dell'ambiente;dell'architettura;del patrimonio artistico;e non sono solo parole su di un folder;ma pura realtà;si deve alzare la voce in maniera corale! Monastero Santa Rosa è tutto questo;e forse anche di più. È un'incredibile esperienza;fatta di un lusso di piccole cose;di silenzi;immagini e profumi che ti rapiscono ogni singolo momento. E' fatta di personale discreto;mai invasivo;gentile e professionale;un management intelligente ed efficiente;secondo noi una perla rara! Siamo tornati da un paio di giorni ma è ancora con noi;ci ha lasciato veramente tanto e per questo ringraziamo. È diventato un caro amico che sicuramente rincontreremo."|"Monastero Santa Rosa Hotel & Spa"|"05/07/2019"|"sp"|"TRAINING"
"Franco D"|"Ero già stato ospite qualche anno fa di questo albergo;ma dopo alcuni importanti interventi è decisamente un'altra cosa: sontuoso;elegante;quasi sfarzoso;perfino con qualcosa che ti ricorda un chiostro a fianco del salone per i convegni e per la colazione. Le camere;certo;sono rimaste un po' anguste;ma decisamente confortevoli. Da raccomandare!…"|"PHI Hotel Canalgrande"|"05/07/2019"|"sp"|"TRAINING"
"Michele A"|"Fantastico B&B a due passi del mare;stanze spaziose e pulitissime. Accoglienza impeccabile;super gentili e disponibili. Cosa volere di più a questo prezzo?Il B&B è situato proprio in centro a San Benedetto."|"B&B Mare d'amare"|"05/07/2019"|"sp"|"TRAINING"
