"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"AronaAnita"|"Un bel incontro di 12 amici da varie parti del mondo, a Cogne in una posizione geografica meravigliosa! Un agriturismo che già dall'aspetto ti fa' capire il rapporto cibo/natura,  antipasti con un lardo che non ha nulla da invidiare ad altri molto più enfatizzati, dei porcini con pesche incredibili, ottima la polenta con uno spezzatino sfumato con vino  sano e corposo, zuppa di Cogne perfetta, ciottole di formaggio fuso così buono che si fatica a non scottarsi la lingua! Un po' meno di mio gusto le carni alla griglia e il dolce che, usando solo latte Delle loro mucche, risulta un po' forte, quasi sa di formaggio. Ottima la carta dei vini. Prezzo qualità /prezzo nella norma. Vi è la possibilità di avere piatti per celiaci. Ci torneremo.…"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"sp"
"Stefano C"|"Situato al confine con il Parco è in una posizione invidiabile. Si presenta come un vero agriturismo completo di tutti gli animali del contesto.Note negative i materassi di cui si sentono le molle e le mosche che anche se scontate per un posto simile imperversano accanite.Di positivo si mangia bene e la signora è molto gentile e disponibile.Il prezzo però è alto 270 € per camera mezza pensione due adulti e due bambini menù fisso."|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"sp"
"Patrizia T"|"Attratta dal programma la mela verde con un bel servizio su questo agriturismo ho prenotato per oggi primo giorno di vacanza a cogne arrivo in ritardo per colpa mia... Ma ho telefonato per avvisare... Tutto nella norma... Ma all'arrivo mi vien da piangere!! Il posto sporco e puzzolente va be che ci sono le mucche.... Ma proprio l'odore di cacca sotto il naso mentre mangi... Anche no!! Un centinaio di mosche che si posano ovunque cibo compreso! Ho dovuto spostare la bimba perche' gli bruciavano le gambe per le sedie di ferro arroventate dal sole al mio chiedere se potevamo entrare.. Sapendo che dovevo aspettare ed era già tardi ho declinato... La titolare ha cominciato a far polemica dicendo che in fin dei conti io ero arrivata tardi... Parlando a voce alta e mettendomi in imbarazzo davanti agli altri commensali (impegnati a mandar via le miriadi di mosche) morale della favola: 4 piatti di gnocchetti alla fonduta 1 acqua minerale 2 birre piccole.... Ma proprio piccole!!! 62 euro!! ???????????? Ehh no!! Se vuoi tenere un menu da stelle Michelin (ho speso meno da cannavacciuolo al bistro) tieni anche alto tutto il resto! Non mi dai mangiare tra le mosche e la puzza della cacca!!! Mai più!!!!!!!!"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"sp"
"ANTONIO N"|"Il posto è meraviglioso, con il gran paradiso a due passi, immerso nel verde, unica pecca che il menù non abbia la possibilità di scegliere tra almeno due portate, e il prezzo è un po' altino, considerato tutto. Sicuramente non ci ritornerò."|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"sp"
"azzurropescara"|"Gradevole hotel a San Donato milanese . Hall ampia . Personale gentile e veloce al check in . Stanza abbastanza confortevole e pulita . Letto grande e comodo . Bagno adeguato con asciugamani morbide . Bella la sala fitness condizionata al 13 piano con 2 su 3 tapis roulant funzionanti ed altri ottimi attrezzi . Completano l’albergo 2 ristoranti : uno alla carte e l’altro a buffet . Prezzi in linea con Milano nella sala servita e in quella a buffet costo 27 € escluso bevande . Colazione davvero fantastica e di qualità sia nel dolce che nel salato . La colazione rappresenta il vero punto forte dell’albergo compreso il servizio di bevande calde o altro cucinato al momento . …"|"Crowne Plaza Milan Linate"|"05/07/2019"|"TRAINING"|"sp"
"bottarob"|"Ottimo albergo a ridosso della A14, comodo per chi vuole essere a due passi dal centro di Bologna e comunque poter ripartire velocemente.Camere pulite e ben dotate, ottimo rapporto qualità prezzo. Personale di ricevimento e partenza molto cortese, disponibile e professionale.Mi dispiace tuttavia segnalare non solo una colazione modesta e con poca varietà, ma anche il comportamento (spero occasionale) di alcuni membri dello staff che durante la colazione di Pasqua hanno in modo poco carino e non professionale quasi deriso e sbeffeggiato alcuni componenti di un gruppo di giapponesi che avevano avuto l'unica colpa di chiedere un cappuccino. Da agente di viaggio che gira moltissimi alberghi, lo trovo veramente inqualificabile, soprattutto perchè i malcapitati (tra l'altro molto gentili) non potevano comprendere i commenti indecorosi di questi camerieri."|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"TRAINING"|"sp"
"gianlucadb70"|"Il rapporto tra il prezzo contenuto ed i punti di forza (struttura moderna, pulita, confortevole con buona posizione) fanno dimenticare quelli deboli ( su tutti la colazione, con salato e dolce a mio avviso di qualità non idonea alla tipologia di hotel).Comunque per una sosta di una notte motivata da ragioni di lavoro è consigliabile."|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"TRAINING"|"sp"
"AlexTagadà"|"location discreta anche se si potrebbe fare meglio rinnovando le camere e le parti comuni. parcheggio comodo a pagamento. personale gentile. ambiente molto grande. non ho provato la colazione che non era inclusa nel prezzo e dal costo elevato"|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"sp"
"Kalos1"|"L’hotel, nonostante sia lontano da centro, non è scomodo, essendoci la fermata della metro a 150 mt. L’hotel è un po’ vecchiotto e nella moquette l’età si sente tutta. Risulta problematico chi è allergico alla polvere soggiornare. Personale professionale, ma al limite della simpatia. La colazione al limite per un 4 stelle. Buono il rapporto qualità prezzo. …"|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"sp"
"Elyl"|"Situato in ottima posizione per un viaggio di lavoro, spazioso parcheggio gratuito all'esterno.Camere ampie, letto grande, oltre ogni aspettativa, comodo, materasso e cuscini perfetti. Pulizia ottima, tranquillità. Colazione con ampia varietà di dolci, con scelta di salato, frutta fresca. Personale cordiale, professionale.Ottimo rapporto qualità prezzo.Un po' lontano dal mare."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"sp"
"france600"|"Una trasferta di lavoro impone una notte a Civitanova. Arrivo in tarda serata. Check in veloce ed efficiente. Assegnano una camera particolarmente spaziosa (tre letti) anche se per uso singolo. Aria condizionata eccessiva con display che indica temperatura maggiore rispetto al reale. Ambiente pulito ed essenziale. Camera silenziosa e ben isolata anche rispetto a quelle contigue. Colazione a buffet con sezione dolce e salata ricca ma non sorprendente. Ottimo rapporto qualità prezzo. Comodissimo autostrada e tangenziale per Macerata. Logisticamente ottimale per trasferte di lavoro. Consigliabile…"|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"sp"
"Elyl"|"Situato in ottima posizione per un viaggio di lavoro, spazioso parcheggio gratuito all'esterno.Camere ampie, letto grande, oltre ogni aspettativa, comodo, materasso e cuscini perfetti. Pulizia ottima, tranquillità. Colazione con ampia varietà di dolci, con scelta di salato, frutta fresca. Personale cordiale, professionale.Ottimo rapporto qualità prezzo.Un po' lontano dal mare."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"sp"
"F703cT"|"Struttura nuova e tecnologicamente avanzata. Ottimo rapporto prezzo qualità.Personale sempre gentile e  disponibile.Camere pulite, climatizzazione ottima. Ampio parcheggio.Ristorante eccellente e bar fornito."|"8piuhotel"|"05/07/2019"|"TRAINING"|"sp"
"dott.Review"|"Confortevole. Soprattutto per viaggi di lavoro. Tutto ciò che serve senza esagerare. Ottimo rapporto qualità/prezzo. Stanze ampie e comode. Pulizia e servizio ok. Parcheggio comodo e gratis.Consigliato."|"8piuhotel"|"05/07/2019"|"TRAINING"|"sp"
"danielaO1765NK"|"Albergo accogliente, pulito, personale garbato. Un tantino decentrato, ma in questo momento dell'anno, malgrado il passaggio della famosa Millemiglia, quando i prezzi sono alle stelle, abbiamo beneficiato di un rapporto qualità prezzo assolutamente onesto."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"gio2059"|"Un buon hotel, direi anche ottimo ma il prezzo è un po’ alto. Inoltre credo che oggi, con le varie diete che esistono, sia un po’ limitante non avere per colazione a disposizione mandorle, noci, nocciole, macadamia, noci di Pekan"|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"cattafabio"|"Allora: hotel perfetto pulito, giovane appena ristrutturato/costruito silenzioso, colazione abbondante e ben fornita... unica pecca il clima troppo caldo perché a sentire loro per legge non potrebbero accende aria condizionata... (titubante)... ma ci sta dai... perfetto per qualità prezzo..."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"paco956"|"In prossimità della Fiera, potrete andarci anche a piedi, questo comodo hotel offre tutti i confort: camere comode pulite, ben climatizzate, staff cortese, parcheggio gratuito, buona colazione . Prezzi considerato il tutto ragionevoli. Ci tornerò ancora."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"Marti"|"Ho prenotato una notte con il mio fidanzato e ho scelto questo posto perchè dovevamo andare ad un evento all'Auditorium del Parco della musica ed era molto vicino (5 minuti a piedi). Ma alla fine si può scegliere anche per andare in centro perchè si trova sopra ad una fermata dell'autobus che ti porta direttamente in centro in una ventina di minuti.è stato molto facile arrivarci dalla stazione dato che è ben descritto il percorso da seguire.La persona alla reception ci ha accolto molto cortesemente dandoci tutte le informazioni che ci servivano e ci ha permesso di fare colazione anche appena arrivati. La camera era bella grande e pulita come pulito era il bagno.La colazione ha un'ampia scelta.. non si va via con la fame!Abbiamo ricevuto un grande servizio a basso prezzo! Siamo stati molto bene."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Patatosters"|"E' un B&B comodissimo all'Auditorio Parco della Musica, nel quartiere residenziale dei Parioli. L'ho apprezzato per la cortesia e la disponibilità del gestore e per il fatto di essermi sentito a casa. Mi è piaciuta molto la sala da pranzo nella quale si può mangiare qualcosa o farsi il caffè a tutte le ore. Prezzi non economicissimi ma bisogna considerare la zona."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Polporizzo"|"Ottimo rapporto qualità prezzo, cordialità, disponibilità, pulizia, la colazione pero meglio farla fuori...... specialmente il caffè..... imbevibile.....  non so se per la scarsissima qualità del caffè - marca sconosciuta super economica - o per inefficienza e vetusta della macchina per espresso!  Ma per quello che costa ci può stare"|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"DoctorPav"|"Ci ho messo un po' a capire dove si trovava l'hotel in quanto all'interno di un palazzo e senza nessuna indicazione ma posso assicurare che dopo c'è....Sono arrivato di sera e come da accordi con il proprietario (molto gentile) mi ha aperto il portiere della palazzina.Sono entrato e l'impressione avuta è stata quella di un appartamento adibito a b&b e non mi sbagliavo...così era.La zona colazione un po' confusionaria e poco ricca.Aperta la stanza: camera accogliente con armadio spazioso a specchio, bagno con doccia...tutto molto pulito.Alla fine dato il prezzo non ci si può lamentare anzi...Se dovesse servirmi tornare in zona molto probabilmente tornerò qui."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Wittgenstein55"|"Un posto speciale, ordinato pulito. Curato nei minimi dettagli non manca nulla. e il prezzo e veramente conveniente. La vicinanza al parco della musica rende ancora piu conveniente il soggiorno nella struttura"|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"alberto f"|"posto centrale anche se pino di sensi unici, camera grande e comoda doppi letti alla francese, accogliente, calda e silenziosa, personale simpaticissimo e accorto,  garage, il tutto ad un prezzo incredibilmente basso, la colazione e self service."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Cristian M"|"rapporto qualità prezzo ottimohotel situato vicino al centrostruttura curata nei minimi particolari con elevati designcamera spaziosabagno con vasca da bagno e con lavandino trasparente top..un'enorme televisore a parete che ti fa sentire come sul divano di casa tuainsomma consiglio vivamente a tutti"|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"sp"
"totog71"|"Ottima soluzione su Bologna per riposare lontani dal Caos ma. In un contesto tranquillo e centrale. Ottima anche la Colazione ed rapporto qualità prezzo. Unica pecca la mortadella non all'altezza della situazione."|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"sp"
"Francesco M"|"Consiglio questo albergo assolutamente Camere spaziose e caldePersonale disponibileRapporto prezzo-qualità straordinario Non giudico servizio bar e ristorante perché non ne ho usufruitoSono rimasto molto soddisfatto"|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"sp"
