"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"|"predictedCategory"
"almo6099"|"Questo hotel è in una posizione ideale per esplorare Roma. Situato in Piazza della Rotonda, la finestra della nostra camera era a soli 45 metri dal Pantheon. Lo staff era gentile e molto accomodante. La nostra camera era molto pulita e confortevole, con una buona colazione continentale ogni mattina. La parte migliore è il bar sul tetto che abbiamo potuto sfruttare al meglio durante il tramonto. Quando tornerò a Roma questo è il posto in cui vorrò stare.…"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"Andrea-Stefi"|"Vale da ogni punto di vista più delle 3 stelle formali. Per posizione, estrema cortesia del personale, ampiezza e pulizia delle stanze e dei bagni, mini bar, ecc. nel mio caso una matrimoniale: è davvero l'ideale per una coppia che voglia passare un we a Roma con un costo medio e concorrenziale rispetto ad un appartamento in B&B . La piazza del Pantheon è sempre piena di gente che va e viene ma l'albergo è silenzioso. Molto ricca la colazione . Esperienza molto positiva - unico piccolissimo neo non funzionava il bollitore dell'acqua in camera (ma a dire il vero non ne ho segnalato il malfunzionamento ne richiesto la sostituzione)…"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"|""
"MiMatteo"|"Grazie! Senza saperlo, avete contribuito a rendere indimenticabile anche questa prima tappa del nostro viaggio di nozze. Avevo letto delle ottime recensioni e la posizione era di tutto riguardo. Avevo prenotato una camera Deluxe con vista, ma non mi aspettavo sicuramente l’unica camera dell’hotel con balcone sul Pantheon e anche la bottiglia di Prosecco al nostro arrivo è stata una cosa molto più che gradita.Grazie, per la gentilezza e disponibilità alla reception, grazie per le attenzioni nella pulizia e riassetto della camera, grazie per tutto.E’ “solo” un 3 stelle, ma ne vale molte di più.Bravi!"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"lo5861"|"Sempre una garanzia vado al Senato da almeno 30 anni e mi sono sempre trovato benissimo . Posto fantastico servizio eccellente veramente un bel posto .naturalmente bellissime le stanze sul pantheon .Buona la colazione."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"Albert F"|"Eravamo stati all'albergo altre due volte e come prima ci siamo trovati benissimo. L'albergo e' bello, curato e molto accogliente che rende il weekend romano ancora piu piacevole! La nostra camera al sesto piano dell'hotel aveva il suo terrazzo privato che dava sulla Piazza della Rotonda dandoci un panorama unico del Pantheon.  La colazione è buona e varia. La camera era assolutamente pulita e ben tenuta. Il personale era molto cortese e disponibile a ogni nostra esigenza. Ve lo consigliamo!"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"ingdanilo"|"Posizione favolosa e camere classiche arredate con gusto visto il contesto offre pulizia e gentilezza ad un prezzo molto accessibile per quanto scritto sopra e con tutto  il centro Roma a disposizione in 5 minuti a piedi"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"|""
"BRUNOB489"|"Hotel in posizione stupenda, personale gentilissimo, camere pulite e buona colazione.Sul terrazzo bellissimo bar all'aperto con visuale stupenda. Comodissimo lo spazio esterno davanti all'Hotel per fumarsi un sigaro o una sigaretta nella piazza per me più bella di Roma."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"andrewfood"|"albergo accogliente e di classe, sono stato con mia moglie per lavoro e ci siamo trovati benissimo,comodo a tutti i servizi ed ottimo per visitare Roma. servizio attento e camere molto pulite. ci ritorneremo al prossimo viaggio. grazie"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"TOPIS-T"|"Un meeting in questo hotel che e’ proprio su una piazza fantastica a Roma, davanti al pantheon.Facile da raggiungere, e vicino a tanti monumenti di Roma che si raggiungono in un attimo.Ambiente pulito e confortevole."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"romy444"|"Sono appena tornata da una vacanza a Roma e ho soggiornato in questo bellissimo albergo..Posizione ottima di fianco al Pantheon..in centro storico...a pochi km dai migliori monumenti, che puoi raggiungere tranquillamente a piedi...L' albergo  con arredi raffinati ed eleganti, pulizia al top, e colazione molto valida. non per ultimo il personale gentile e disponibile.....sicuramente ci tornero'......"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"NadiaGi71"|"Non posso che confermare tutte le recensioni precedenti. Camera standard ma con vista al primo piano dotata di tutto (compresi accappatoio e ciabattine). Riassetto stanza 2 volte al giorno (e vogliamo chiamarlo un 3 stelle???) colazione ottima sia dolce che salato, servizio di concergierie attento e sempre disponibile. In ultimo la posizione strepitosa. What’s else? La terrazza all’ultimo piano ad uso dei clienti dove d’estate è disponibile il servizio bar!!"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"ercp"|"Tre stelle storico in posizione strategica, centrale e suggestiva: davanti al Pantheon.Camera un pò piccola ma curata.Ottima la prima colazione anche con frutta e succhi freschi.Prezzi abbordabili tenuto conto della posizionePersonale gentile.Difficile pretendere di più.Vale la pena tornare."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"|""
"robertacresta"|"Ottima è strategica posizione, personale superlativo, pulizia e colazione eccellenti, unica pecca, l'albero di Natale non era all'altezza dell'hotel, poteva fare concorrenza a Spelacchio!Quindi lo consiglio vivamente"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"FellowTraveler747858"|"Posto molto bello e accogliente comodo personale molto gentile ottimo lo consiglierei per un lungo week end. Sono stata benissimo e tornero presto appena possibile. Rapporto qualita prexxprezzo.ottimo"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"|""
"melaguendy"|"Posizione perfetta,personale magnifico,camere splendide....ci hanno anche fatto un upgrade di camera,rispetto a quella prenotata.Colazione ricca di tutto,comprese crostate ,macchina automatica per i pancake, succhi,yogurt,brioches freschissime, bacon,uova strapazzate, diversi tipi di pane,focacce....e molto altro.Camera assolutamente deliziosa,spaziosissima e silenziosissima,nonostante la posizione assolutamente centrale.Provato anche il bar dell'albergo che offre aperitivo davvero buoni e ricchi.Personale,come dicevo,disponibilissimo,cordialissimo,gentilissimo.Un motivo in più per tornare a Roma, e torneremo presto."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"|""
"Alberto M"|"Palazzo affascinante, posizione unica come la vista direttamente sulla suggestiva Piazza Navona. Personale gentile e disponibile. Le camere originali, di un design moderno e curato nei minimi dettagli e colazione buonissima. Niente di meglio"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"|""
"Stufodifregature"|"Hotel eccezionale, posizione fantastica, personale di una cortesia e professionalità superiore. Camera favolosa con vista su Piazza Navona. Servizi in camera di livello superiore. Terrazza stupenda. Vale veramente la pena soggiornare in questo fantastico hotel."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"|""
"Mario C"|"Una location unica con tutte le suite che si affacciano su piazza Navona con una vista mozzafiato. Le camere curate in ogni particolare offrono il massimo del piacere e del confort. Lo staff con discrezione offre cordialità ed efficienza . Il soggiorno in questa location regala un'esperienza unica nel centro di Roma"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"|""
"Graziana F"|"Ho alloggiato in questo hotel per qualche giorno e devo dire che è sempilcemente... FANTASTICO! Le camere erano fantastiche e arredate con ordine e classe, affacciavano su piazza Navona... meravigliosa! Il personale molto gentile e attento alle esigenze di tutti."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"|""
"federico19"|"Le suite valorizzano al massimo la veduta di piazza Navona una delle più belle del mondo. In particolare la suite dove ho soggiornato era prospiciente sulla fontana dei quattro fiumi e sulla basilica di Santa Agnese. Uno spettacolo unico. Le suite sono luminose e ben arredate in stile moderno e dotate dei più moderni conforts. La prima colazione offre prodotti di prima qualità e piatti espressi molto gustosi."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"|""
"Francesca2592"|"ESPERIENZA UNICA . I proprietari così come tutto lo staff del Lifestyle sono persone eccezionali . Camere stupende, arredate con gusto e classe. Ogni stanza richiama un tema particolare e lo stile è conforme allo stesso. Tutte le camere hanno l'affaccio su Piazza Navona, aprire la finestra ti permette di godere di un panorama unico, tra i più belli ed invidiati del mondo . Pulizia e cura dei particolari sono tra i punti di forza di questa struttura perfetta ed impeccabile sotto ogni aspetto . La colazione è di una qualità superiore. Buffet con varietà di frutta, yogurt, salumi ( tra cui il pregiatissimo patanegra spagnolo ), torte preparate giornalmente, cereali, biscotti, pane e la possibilità di ordinare piatti espressi : uova, bacon, omelette e quant'altro . Non ci sono parole per descrivere questo posto, esse non basterebbero per decantare al meglio un luogo magico come il LSS di Roma . Bravi ragazzi, continuate cosi ! Siete voi con la vostra professionalità e attenzione la vera chiave del vostro meritato successo! Francesca"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"|""
"antonellogrey"|"Hotel di altissimo livello, siamo rimasti senza parole, tutto perfetto pulito e comodo. Curato con molta attenzione ogni angolo della struttura, silenzio e tranquillità hanno reso il nostro soggiorno ancora più piacevole. Per concludere dalla camera una vista strepitosa. Sicuramente ci torneremo!!!CONSIGLIATO!!!"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"|""
"Anna R"|"Ho trascorso un breve periodo presso il Lifestyle Suites per un viaggio d'affari e devo dire che la mia esperienza è stata di alto livello.Il personale è sempre stato molto gentile e preparato, le camere poi erano veramente belle ed accoglienti."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"|""
"Trek18880977963"|"posizione fantastica, con vista su pantheon e piazza della rotonda a 2 passi dai luoghi più belli. Camera molto pulita e personale molto disponibile. Colazione a buffet in un bar di fronte all'hotel molto soddisfacente"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"|""
"Adolfo Maria M"|"A prima vista non sembra interessante. Appena sali in camera ti accorgi che e' un hotel che non sembra confortevole ma lo è. Camere di livello superiore e, poi nel centro del centro di Roma, al Pantheon, che dire di più. La prima colazione si consuma in uno dei bar con tavolinetti all'aperto nell'incantevole piazza della Rotonda proprio di fronte al Pantheon. Che dire di più. Un'ottima scelta.…"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"|""
"Bianco F"|"Credo che ci sia poco da dire, personale di ottimo livello e molto gentile, affaccio in una zona meravigliosa di Roma, colazione all'altezza della location ottima variegata e assolutamente fresca. E' un'ottimo albergo."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"|""
"PIEROCALABRESE"|"Abbiamo alloggiato in questo Albergo per il ponte dell'Immacolata. Avevamo prenotato con scetticismo ma ci siamo subito ricreduti. Struttura posizionata difronte al Pantheon con una vista spettacolare. Molto carine le camere, da poco ristrutturate : faccio notare che se qualcuno ha scritto che ci vorrebbe una rinfrescata dovrebbe pensare che i danni li faccio noi clienti e non il personale della struttura. Gli ambienti si presentano puliti e confortevoli. Il personale è gentilissimo e squisitamente disponibile. La colazione veniva servita in un bar nelle immediate vicinanze: cibo di buona qualità in quantità appropriate. I prezzi sono giusti e rapportati alla location della struttura.  Al mio ritorno ho ricevuto, tramite mail, il ringraziamento per il soggiorno da parte della struttura con un saluto da parte di tutto il personale cosa che ho apprezzato notevolmente. Decisamente consigliato .... io ci ritornerò.…"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"sp"|""
"secretowen"|"Molto caro e niente arrosto. Di sicuro al prezzo di 250 euro al giorno ti aspetti non di trovare ii servizi di un 5 stelle ma di sicuro un 3 stelle di altissima qualità. E anche così quel prezzo e veramente altissimo. Stanza nella dependance picolissima. Un letto a una piazza e mezzo con d'intorno spazio di neanche mezzo metro a girarci. Parchet in legno molto andato ( grafiato ) anche se qui in tutto non sarebbe la colpa del albergo. Tv in stanza credo 21 pollici ( minuscolo ). Bagno ristrutturato nuovo anche se si poteva di meglio.                              Owen Francisc"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"sp"|""
"gianni m"|"Location unica con vista mozzafiato sul PantheonPersonale professionale e gentile Camera perfetta con tutti i comfort Colazione bellissima in piazza della rotondaConsigliatissimo il mio riferimento a Roma."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"|""
"Cilla2926"|"Per chi vuole soggiornare in pieno centro di Roma a un prezzo conveniente in stanze pulite anche se non molto spaziose può venire qui.Per la colazione c ' e' una convenzione con il vicino bar a piazza della Rotonda."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"sp"|""
"Angela B"|"Ho soggiornato una notte  per lavoro all'Hotel Abruzzi. Posizione ottimale difronte al Pantheon. Zona centralissima con turisti ad ogni ora,  vi lascio immaginare il rumore esterno. Ma una volta entrati nell'Hotel  una tranquillità assoluta, molto silenzioso. Camera spaziosa e pulita. Il prezzo un po' caruccio!!! Personale competente e gentile. Spero di trovare qualche offerta per ritornarci??"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"sp"|""
"Kinderland"|"Ottimo soggiorno e personale cordiale e disponibile. Camera luminosa, panorama incantevole con sottofondo musicale che accompagna il weekend romantico. Spero di ritornare nuovamente per la quarta volta."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"|""
"John B"|"Era un viaggio rapido per un fine settimana a Roma, e quindi volevo un hotel vicino a tutti i principali siti: quello trovato non avrebbe potuto essere un posto migliore essendo a circa 25 minuti a piedi dal Vaticano e Colosseo, a 5-10 minuti dalla fontana di Trevi, da Piazza di Spagna e negozi. E con il Pantheon a due passi e Piazza Navona 2 minuti di distanza.La camera era in un annesso a breve distanza dalla porta dell'hotel. Era pulita, ordinata ed aveva tutto quello che occorre per i i bisogni di base. Il personale è stato di grande aiuto quando ciò è stato necessario e ci ha fatto sentire molto ben accolti. E' stato molto piacevole, inoltre, mangiare all'aperto, seduto in un bar sulla piazza che si affaccia sul Pantheon e gustare un prosecco prima di una breve passeggiata per raggiungere il letto."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"|""
